Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132,2285,1973,,
"Industrial design applications, resident, by count",IP.IDS.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment in ICT with private participation (current US$),IE.PPI.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000,,,,,,,,,,,,,,,,,,,,,
Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,20.1,15.9,14.2,14.2,14.2,14,13.8,13.6,13.6,13.6,13.6,13.6,13.6,13.6,,,
Number of visits or required meetings with tax officials (average for affected firms),IC.TAX.METG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,1.7,,,,,,
"Start-up procedures to register a business, male (number)",IC.REG.PROC.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,6,,,
"Time required to start a business, female (days)",IC.REG.DURS.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,138,103,73,73,39,39,39,39,29,29,29,29,29,29,29,15,,,
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,59.7,41.8,40,37.5,37.9,27,26,24.9,13,11.4,9.4,9.3,8.1,7.7,7.1,6.1,,,
"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,,,,,,,,,,,,90272.3,97713,226560.8,228508.2,753021,,1167.6,6262,16796.7,27333.3,29495.8,26502.3,177474.7,448041.9,855627.8,1163087.2,1284938.3,1127811.1,740955.6,260667.4,143697.5,112689,153603.2,1609638.3,2958613.1,3675919.7,4414496.8,4984800.5,6243959.2,5429384.1,4530146.5,3999820.6,2735636.4,843273.6,342159.9,923439.9,3058718.6,5192583.6,6191302,7642148.2,7229751.6,4839999.4,2724443.2,1619927.5,1113703.2,2996966.1,6549565.8,11962622.4,14435826.9,13245282.5,12623077.2,
Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.77763795,62.51909411,78.58964368,,59.58687123,57.44224272,60.38706398,40.08856346,34.62826498,36.42329131,27.95465508,16.85439479,10.03101579,12.3909601,20.04011147,28.75051275,20.14194895,19.57908921,12.16786733,10.85617237,18.76947602,17.61682984,13.4600373,26.9330521,24.40082932,27.836634,31.71945149,11.45636727,9.58402111,13.05981371,15.89948504,15.32513604,14.94463223,19.19429621,19.2808902,
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,17.46032438,18.59599638,16.93522161,15.65870144,10.99683932,16.88197163,12.83372425,8.494596175,8.616738243,11.35142913,9.963841069,10.21690322,11.11936265,12.84471518,13.40901013,14.25005898,13.287296,13.80184753,14.7935887,18.37576756,14.5284139,14.18934921,13.44281803,16.50291459,14.53416157,11.4214609,11.81409749,12.25229621,9.575175801,8.412088173,8.148096146,6.922322683,5.188445938,2.649939667,3.287851874,4.65092279,6.854889151,4.781651057,4.597947589,3.134561156,3.173351199,5.583096641,6.048342596,5.332141541,8.915077726,8.312123716,9.55035956,11.79418891,3.940605024,3.277248865,4.668413942,5.559487408,5.369269515,5.050435174,6.797903033,6.232842629,
Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,,,,,,,,,,980000.0191,2170000.076,2960000.038,1720000.029,3690000.057,4039999.962,6530000.21,5050000.191,4539999.962,6730000.019,6409999.847,9399999.619,14260000.23,3440000.057,10640000.34,8319999.695,10189999.58,8090000.153,10630000.11,3950000.048,9100000.381,8380000.114,10439999.58,12210000.04,7099999.905,5869999.886,7309999.943,3799999.952,3180000.067,2019999.981,1379999.995,1240000.01,1000000,3480000.019,2420000.076,6260000.229,4920000.076,2529999.971,1250000,1570000.052,1750000,1480000.019,2089999.914,999225.9741,-46669.15908,2499.999944,231840.9979,557188.9877,1234940.052,678699.9106,3940030.098,4049031.258,2036259.89,
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602428.7343,600000.0238,,495050.0131,
"Net official flows from UN agencies, UNECE (current US$)",DT.NFL.UNEC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509999.9905,330000.0131,709999.9785,610000.0143,860000.0143,720000.0286,1059999.943,889881.7897,1067942.381,561504.7216,573307.991,529015.8987,559099.9722,150793.9994,722797.3342,,,
"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,,,,,,,,,,,130000,161000,387000,-68000,-67000,-41000,-74000,-56000,-31000,7591000,324000,-1284000,4959000,12215000,-4395000,-4728000,-793000,11829000,10549000,-1571000,-2479000,-3715000,-4818000,-2374000,-2409000,-2112000,-768000,227000,-103000,-76000,-21000,-64000,-68000,-81000,-53000,-126000,-90000,-99000,-106000,-100000,-96000,-101000,-93000,-96000,-96000,-27000,-1000,-1000,,,,,
"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,,,,,,,,,,,,,,,,,,,,,2000000,6750000,-2500000,-2500000,-2500000,-1050000,-50000,-50000,-34000,3493000,4591000,13087000,-35000,-396000,-1234000,13927000,30647000,21518000,25003000,8672000,-4834000,-4829000,-8416000,-6677000,-9062000,-34083000,-8706000,-6063000,-3943000,-1428000,-974000,-1050000,-960000,-992000,-993000,-4996000,-820000,-740000,-699000,-759000,-72000,-150000,
"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,,,,,,,,,,,,,,,,2800000,154000,1528000,1089000,212000,127000,791000,3248641.5,5179382.6,5552538.6,8372297.7,3652740.4,5658913.1,4046389.1,4880203,1545581.9,1951055.8,5216547.1,1596836.2,7039011.1,3578905.1,6604970.9,5415900.1,1716083,-1349423.6,-3374458.2,-3292858.7,-1048857.5,-1508060.7,-333916.5,-3324155.1,-183005.3,8936239.8,3249652.6,3429227.9,4248891.8,23191914,26305100.4,18799794.9,28539874.8,36879956,3584225.1,-6043164.6,-16107020.9,1966909.8,-16909734.3,-7030883.1,
"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,,,,,,,,,,,,-90272.3,-97713,-226560.8,-228508.2,-753021,,624652.6,1924927.3,1957459.5,1666028.8,22416.8,,-150746.6,-425486,-835304.1,-1143135.1,-1273149.9,2939836.5,5090544,3893718.6,3073757.7,7444517.2,9488487,3892346,-2749234.3,-3398628.8,-4260374.7,-4916961.6,-5885257.4,-5178413.6,4585679.2,5250687.7,2361174.4,9813886.8,0,-514992.6,-2679062.4,-4979379.9,-5938557.6,4425204.3,1781748.5,34639656.9,14604391.1,-1595613.4,-1091317.2,-2958044.5,-6524604.5,-11918725.5,-13984016.5,35605403.6,-12195707.5,
"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999776,150000.006,150000.006,250000,194697.7228,194925.5764,226344.2725,443652.7789,357320.8749,449792.5937,369820.3266,
"Net financial flows, bilateral (NFL, current US$)",DT.NFL.BLAT.CD,,,,,,,,,,,-55000,164836.1,-37527.6,-107895.4,-32746.5,-72685.9,-32607,941759.9,711447.1,2191489.2,1269180.8,716978.1,19760227.7,-6907714.8,4827103.1,2772192.5,1810302.9,6997292.8,6780038.6,7590413.6,14365687.5,19908625.8,34945329.1,17681597.5,4426865.6,9650094.6,1748575.5,-699030,1406029.3,16985929.7,33936683.7,-18980670,9045890.8,-7573345.2,-10853917.1,-7476468.8,-6998032.3,-2312681.1,13654033.2,13638709.2,2893520.8,4622700.4,15356394.1,7236305.4,21426710.4,10466948.6,12756067.2,-5871061,-8257580.2,24217655.2,32919837.9,25489276.6,
"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,,,,,,,,,,,4100000,4100000,4946000,4960000,6355000,8090000,9999000,15005000,17704000,20294000,24091000,31304000,39592244,47904722.5,53206614.6,62291586,69604560.8,81439494.1,86839827.2,98817640.1,111734304.3,120734765.4,131603000,159552000,184688000,206796000,216453000,221118000,240905000,241056000,241807000,242035000,254539000,265826000,283793000,270864000,283690000,297403000,305968000,313225000,330201000,322753000,316109000,308205000,293214000,283652000,284061000,321420000,338258000,362837000,399511000,424290000,
"Short-term debt (% of exports of goods, services and primary income)",DT.DOD.DSTC.XP.ZS,,,,,,,,,,,,,,,,,0,0,1.285705103,0.000208163,2.200872447,1.57319201,0.347985175,0.428591532,0.488769101,0.645951341,0.609693564,0.395989564,0.629875024,0.206991775,0.254274325,0.288541794,0.373176287,0.407863668,0.358674056,0.302732678,0.332051,0.332512374,0.42658654,0.474404443,11.77974677,10.20907497,6.472392428,0.081362342,0.548859698,0.503165463,0.133177132,0.11991946,0.118985361,0.20367621,0,0.205354908,0,0.000537222,0.015749162,2.313989861,2.604834265,0.023158293,0.026832303,0.021601085,0.14492227,0.160206606,
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27090000,22960000,21610000,31160000,436590000,568220000,559760000,647610000,685400000,654860000,
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,,,,,,,,,,,8122200,8628403.5,9486440.3,8260480.3,10154661,14085560.5,16201998.2,24589678.1,34003373.3,53128547.8,71941751,84408003,122070133.2,128672831.9,138033418.7,175286619.1,197621649.8,258625573.6,287087570.2,328147754.2,395586122.4,447387652.9,494402014.6,542372022.5,622553685.7,684357708.7,701229527.2,672950604,688207826.7,687190387.9,769689608.6,684403514,712577931.3,705761420.2,773436561.2,666293758.5,657437143.1,685484471.5,700047301.8,766529460.1,788060174.8,813623741.4,904228982.1,925015906.5,912086478.4,952588686.1,1358062675,1504173109,1463408841,1583480653,1737618389,1817556418,
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,,,,,,100000.0015,,270000.0107,330000.0131,189999.9976,159999.9964,170000.0018,270000.0107,180000.0072,899999.9762,689999.9976,2539999.962,2259999.99,1409999.967,3460000.038,3839999.914,3819999.933,2049999.952,3410000.086,2549999.952,6889999.866,6690000.057,8140000.343,6480000.019,8489999.771,8729999.542,8439999.58,6409999.847,23290000.92,3250000,3599999.905,2569999.933,6469999.79,230000.0042,109999.9994,70000.0003,,270000.0107,19999.99955,19999.99955,39999.99911,39999.99911,170000.0018,159999.9964,449999.9881,360000.0143,70000.0003,319999.9928,159999.9964,119999.9973,100000.0015,129999.9952,170000.0018,250000,119999.9973,129999.9952,270000.0107,
"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,,,
"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17,,,
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.54,,,,,,,,,48.62,,,,,34.43,,,,,,25.59,,,
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.43,,,,,,,,,53.6,,,,,,,,,,,38.13,,,
"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,,,
"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.92,,,
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,,,,,,,44.55,,,,,,,,,,62.14,,,,,,,,,,76.4,,,,,,,,,,56.69,69.2,,79.17,,,,,,,58.13,,50.88,,,,,73.99,,,,,,67.13,,,
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,,,,,,,56.56,,,,,,,,,,28.06,,,,,,,,,,36.5,,,,,,,,,,26.63,56.2,,67.53,,,,,,,31.64,,40.08,,,,,57.28,,,,,,48.93,,,
Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.51,,,
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.263,82.911,82.546,82.132,81.69,81.199,80.868,80.507,80.112,79.69,79.373,79.05,78.718,78.379,78.034,77.685,77.331,76.958,76.577,76.198,75.812,75.42,75.025,74.63,74.337,73.997,73.842,73.595,73.344,73.117,72.423,72.189,
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.518,78.634,77.719,76.726,75.628,74.436,73.588,72.682,71.718,70.693,69.537,68.355,67.146,65.914,64.66,63.395,62.124,60.823,59.505,58.183,56.84,55.483,54.114,52.739,52.041,51.238,50.886,50.365,49.81,49.29,48.904,48.89,49.159
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8481,,2.6,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84299,17.9601,18.14774,18.32249,17.95547,17.58907,17.45295,17.55028,17.76475,18.17315,18.77774,19.62389,20.26237,21.07617,21.87195,22.69512,23.5091,24.41727,24.93472,25.39846,26.1094,26.40031,27.05766,27.67247,28.07462,28.36922,28.81923,29.29414,29.68808,29.57499,29.3768,
"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.80922,26.23742,26.57158,27.10482,27.53334,28.43367,28.69491,29.2608,29.86785,30.93433,31.5249,31.80466,32.83752,33.37494,34.20383,35.17834,35.99984,36.72639,35.82907,35.80826,35.31881,35.53017,34.69922,34.08498,33.79709,33.36893,32.41956,31.68603,31.56809,31.09172,32.07922,
"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.28491,15.38073,15.5402,15.58488,15.63429,15.50349,15.31216,14.97653,14.7788,14.45782,14.10406,13.743,13.35597,13.07594,12.64026,12.23329,12.13745,11.65382,11.37431,11.03382,10.66543,10.14678,9.785842,9.447467,9.044903,8.518815,8.250689,7.941187,7.584494,8.091743,7.987698,
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.58,,,,,,,,,,,,,,,,,,,,,,
"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",SL.EMP.VULN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.216,64.03471,63.97539,63.78256,63.69069,63.44618,63.22803,63.10796,63.18675,62.94476,62.56337,62.33382,61.77085,61.40809,60.83754,60.19742,59.71897,58.85385,58.63635,58.0518,57.41663,56.48755,55.87001,55.3256,54.61421,53.65937,53.2945,52.88562,52.3859,52.67264,52.09537,
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,,,,,,,,,,,31.6,,59.44,,,,,,,,,29.17,,,,,49.2,,,,,,47.93,,,
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,,24.8,,48.31,,,,,,,,,24.53,,,,,41.73,,,,,,39.58,,,
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.6671,76.84282,77.09182,77.23252,77.40458,77.22735,77.19233,77.40613,77.35101,77.13561,76.88951,77.32294,76.80898,76.5167,76.3696,75.8633,74.02015,73.25574,73.47423,72.50541,71.63388,70.76939,70.0903,69.10525,67.89652,66.87868,66.05251,65.10631,64.17831,64.13692,63.54144,
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.845,54.224,53.474,52.787,51.93,51.417,50.784,50.115,49.435,48.478,47.426,46.31,45.308,44.167,43.1,42.005,40.88,39.767,38.521,37.482,36.327,35.212,34.01,33.592,33.132,32.915,32.524,32.235,31.951,30.485,30.954,31.168
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.643,46.072,45.392,44.807,44.069,43.647,43.094,42.502,41.914,40.826,39.638,38.385,37.264,35.998,34.818,33.611,32.379,31.169,29.821,28.712,27.485,26.317,25.067,24.747,24.414,24.213,23.885,23.684,23.477,21.894,22.438,22.587
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.01228,45.78605,45.58888,45.18423,45.68799,45.84908,45.55175,44.15589,42.71569,40.84985,39.00514,37.09392,34.90303,32.82122,30.65782,28.49805,26.28371,24.13996,23.4726,22.79849,22.1968,21.43072,20.79655,20.43523,20.03016,19.50476,19.26372,19.13385,18.55289,19.26284,19.11125,
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6,,,,,,,,,,,,,,,49.7,,,,,
"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multidimensional poverty headcount ratio (% of total population),SI.POV.MDIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,,,,,,,,31.2,,,,,,,,36,,,,,,,,,,,,,,,11.6,,,,,
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,,,,31,,,,,,,,24.7,,,,,,,,,,,,,,,21,,,,,
Income share held by third 20%,SI.DST.03RD.20,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,9,,,,,,,,12.8,,,,,,,,,,,,,,,14.2,,,,,
Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.72735977,38.50114059,36.69551849,32.46588898,31.50066566,34.38764954,30.02318382,24.65950203,22.36910248,20.11676407,23.38165283,18.14851379,18.63530159,16.35969925,15.77437973,16.33090973,17.03656769,16.95385551,14.69707012,14.43547821,14.97677994,,
"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59450971,50.57829047,44.86143162,47.76275884,47.45935068,38.73435719,53.96854579,93.28985927,89.06169165,100.3661127,103.8373553,123.5790547,112.5786724,121.2399901,140.1175169,160.5438533,147.4429274,142.5606468,130.9224259,128.252377,154.4643625,,
Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.40678406,54.71739578,52.67759323,58.87579346,57.02822113,48.25765228,56.40572739,63.72183228,56.73641968,54.07484436,56.44468689,56.52131271,52.30687332,48.91678619,54.30382156,59.29692841,58.41355133,54.52529144,47.78436279,43.98218155,51.69906616,,
"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.42174921,92.43548551,85.16226375,81.12461091,83.22081016,80.26572613,95.67919087,146.4017188,156.974472,185.6059299,183.9630163,218.6415017,215.2273104,247.8494699,258.0251568,270.7456512,252.4121918,261.4578298,273.9859084,291.6007678,298.7759085,,
Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,
